bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
91.0,710,6063.0612676056335,4.34036875503649,17.0,0.16289113676376923,709,6063.767630465444,4.398077491394735,17.0,0.16517326723530715,-0.7063628598107243,0.0
92.0,713,6077.4730014025245,4.401631269525463,16.0,0.1648423865039239,722,6078.408587257618,4.45686939737391,16.0,0.16586750388136282,-0.9355858550934499,0.0
93.0,708,6094.088276836158,5.353353282644187,16.0,0.20119133656977045,713,6095.224053295933,5.368923922111653,16.0,0.2010677810307146,-1.1357764597751157,0.0
94.0,712,6113.027738764045,5.872085225342469,15.0,0.22006569784392924,706,6114.098441926346,5.836487490044463,15.0,0.21965910435648542,-1.0707031623005605,0.0
95.0,721,6133.899445214979,6.267969698094715,15.0,0.23343138987973286,710,6134.932746478873,6.190952512367605,15.0,0.23234230760229357,-1.033301263893918,0.0
96.0,700,6155.994285714286,6.703468039179431,15.0,0.25336727647626517,703,6156.751778093883,6.726778699881717,15.0,0.2537052637401854,-0.7574923795973518,0.0
97.0,714,6179.912114845938,7.314254148850216,14.0,0.2737290819399384,710,6180.526408450704,7.243163922824409,14.0,0.2718310981725033,-0.614293604766317,0.0
98.0,715,6205.987062937063,8.074707445175045,14.0,0.3019769368426115,723,6206.636237897648,8.077421900132716,14.0,0.3004025527697328,-0.6491749605856967,0.0
99.0,711,6222.528481012659,3.470293602770157,12.0,0.13014617817125618,711,6223.516877637131,3.4755782715435974,12.0,0.1303443687345028,-0.9883966244724434,0.0
100.0,654,6188.860474006116,16.0371687702022,12.0,0.6271029235327209,651,6189.6655145929335,16.03631591600353,12.0,0.6285127743030869,-0.8050405868170856,0.0
